,report_text,Bioagressor,Disease,hazard_list,source_name
338,"surface foliaire. Maladie Les parcelles présentent un bon état sanitaire. Aucun nouveau cas de mildiou ou de phoma n’a été signalé par rapport aux dernières observations. 3 parcelles présentent des symptômes de pseudocercosporella avec une faible fréquence d’attaque : 15% des plantes tou- chées. Les variétés concernées sont Pélican, Sésame et Es Mer- cure. Photo n°1 : Pucerons verts du pêcher Pucerons Pucerons verts du pêcher Les pucerons verts sont toujours bien présents. Les colonies ont pu se développer dans quelques parcel- les. Ils ont été notés sur 16 parcelles avec 56% en moyenne des plantes porteuses de pucerons. Le seuil de nuisibilité a",1,1,#puceron #phoma #mildiou ,BSV_No28_du_25-10-11_cle03b851
339,été at- teint sur 5 parcelles du réseau. Des pucerons parasités ainsi que des auxiliai- res (larves de syrphes ou coccinelles) sont égale- ment toujours observés dans les parcelles. Source : Feredec Bretagne Période d’observation : Jusqu’à 6 semaines après la levée. Seuil de nuisibilité : 20% des plantes porteuses de puce- rons. Pucerons cendrés du chou Les pucerons cendrés n’ont pas évolué par rapport aux derniè- res,1,0,#puceron ,BSV_No28_du_25-10-11_cle03b851
340,"observations. Leur présence a été notée sur 8 parcelles avec en moyenne 23% des plantes porteuses de pucerons. Seules 3 parcelles dépassent le seuil de nuisibilité. Période d’observation : Jusqu’à 6 semaines après la levée. Seuil de nuisibilité : 20% des plantes porteuses de puce- rons. Beaucoup de parcelles arrivent en fin de période de ris- que (jusqu’au stade « 6 feuilles vraies ») vis-à-vis des puce- rons. Une surveillance doit être maintenue sur les parcelles n’ayant pas encore atteint le stade « 6 feuilles vraies ». LE BLE Le suivi des blés va commencer. A l’automne, deux surveillances sont à débuter : les limaces et les pucerons. Page 4 Source: INRA Photo n°4 : Rhopalosiphum padi Pucerons Facteurs favorables : Les facteurs favorables à l’activité des pucerons sont un automne doux favorisant les vols et le maintien des pucerons sur les plantes, la présence de repousses de cé- réales et des semis précoces. Dég âts : Le principal dégât est la transmission de viroses, notamment la jaunisse nanisante de l’orge (pouvant engendrer en",1,0,#puceron ,BSV_No28_du_25-10-11_cle03b851
341,"cas d’at- taques importantes des pertes de rende- ment de l’ordre de 20 à 30q/ha). Surveillance : Deux types de suivi sont mis en place : le piégeage et l’ob- servation des plantes. Pour le piégeage, il s’agit de mettre en place des pièges englués jaunes pour repérer l’arrivée des pucerons sur les parcelles. Pour l’observation, il s’agit de regarder 20 plantes prises au hasard dans la parcelle pour constater la présence ou non de pucerons sur les plantes. Période d’observation : De la levée jusqu’au stade « 3 — 4 feuilles ». Profitez des périodes calmes et ensoleillées de l’après- midi pour réaliser les observations à contre jour. Seuil de nuisibilité : 10% des pieds colonisés par au moins un puceron ou présence de pucerons pendant plus de 10 jours dans la parcelle. Photo n°5 : Pièges à pucerons Source: Feredec Bretagne Source: INRA Source: INRA Photo n°2 : Limace grise Photo n°3 : Limace noire Limaces Facteurs favorables : Les facteurs favorables à l’activité des limaces sont un climat doux et pluvieux à la levée, des parcelles argileuses et mot- teuses, la présence de résidus de cultures abondants et un précédent cultural à risque tel que le colza. Dég âts : Les principaux dégâts",1,0,#puceron ,BSV_No28_du_25-10-11_cle03b851
342,"sont des manques à la levée et après la levée, les feuilles sont effilochées. Surveillance : Deux types de suivi sont mis en place : le piégeage et l’obser- vation des plantes. Pour le piégeage, il s’agit d’évaluer la présence des limaces dans les parcelles à l’aide de pièges. Des pièges de type INRA peuvent être achetés auprès des distributeurs. Une autre solu- tion est de fabriquer un piège. Pour cela, un morceau de car- ton ondulé recouvert d’une feuille plastique peut être appli- qué sur le sol et quelques micro-granulés doivent être ajoutés sous le piège. Pour une surveillance efficace, 4 pièges de 50 cm x 50 cm doivent être installés et espacés au minimum de 5 m, permettant de couvrir un mètre carré de surface. Pour l’observation des plantes, il s’agit de regarder 20 plan- tes prises au hasard dans la parcelle pour constater la présen- ce ou non de dégâts. Période d’observation : Du semis jusqu’au stade « 3 feuil- les ». Seuil de nuisibilité : 20% des plantes présentant des dé- gâts ou 16 à 20 captures/m² en une nuit. Page 5 Page 5 L’ensemble des observ ations contenues dans ce bulletin a été réalisé par les parte- naires suiv ants : Agrial, Arvalis- Institut du Végétal, CA",0,0,,BSV_No28_du_25-10-11_cle03b851
343,"22, CA 29, CA 35, CA 56, CEDAPA, CECAB, CLAL St Yvi, Coop de Broons, Coopérative Garun – La Paysanne, Coopérative Le Gouessant, Corre Appro, Demeure SAS, Ets Lelay, Ets Moisdon, Ets Touchard, Even Agri, Fdceta 35, FEREDEC Bretagne, Gaudiche SA, Gruel Fayer, Hautbois SA, Le Gall Frères SAS, Lycée La Touche, SAS Seyeux, SARL Paul DUCLOS, VGTOp. Direction de Publication Chambre Rég ionale d’Agriculture ZAC Atalante Champeaux RENNES Contact : Alix DELEGLISE Animatrice inter-f ilières Tél : Rédigé par : FEREDEC Bretagne 5, Rue A. de St Exupéry 35235 THORIGNE FOUILLARD Contact : Nathalie SAULAIS Animatrice Grandes Cultures",0,0,,BSV_No28_du_25-10-11_cle03b851
344,"Tél : Comité de Relecture : Arv alis- Institut du Végétal, Chambres d’Agri- culture de Bretagne, Cetiom, Coop de Fran- ce Ouest, Réseau AA pour Négoce Ouest, DRAAF-SRAL Action pilotée par le ministère chargé de l'agriculture, avec l’appui financier de l’Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au finan- cement du plan Ecophyto 2018 Ce bulletin est produit à partir d’observations ponctuelles. S’il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La Chambre Régionale d’Agriculture dégage toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base d’observations réalisées eux -mêmes dans leurs cultures et/ou sur les préco- nisations de bulletins techniques.",0,0,,BSV_No28_du_25-10-11_cle03b851
345,"gggggggggg ggggg Maraîchage • Poivron : Pyrale Directeur de publication : Dominique Graciet, Président de la Chambre régionale d'agriculture d'Aquitaine Cité mondiale 6, Parvis des Chartrons 33075 Bordeaux cedex Tél. Fax  Supervision : DRAAF / Service Régional de l'Alimentation Aquitaine 51, rue Kièser 33077 Bordeaux cedex Tél.  gouv.fr/ N°12 – 25 mai 2011 Les structures partenaires dans la réalisation des observations nécessaires à l'élaboration du Bulletin de santé du végétal d'Aquitaine Maraîchage - Pomme de terre sont les suivantes : Parcelles flottantes : APPM, Cadralbret, CDA 19, CDA 24, CDA 47, Comafel, Coop de Fieux, FREDON Aquitaine, Granlot, INVENIO, EPLEFPA",1,0,#pyrale ,BSV_No12-Maraichage_cle85cdf8
346,"de Ste Livrade, Midi Agro Consultant, Perilot, Scaafel, Socave, Valprim, VDL Parcelles de références : CDA 47, FREDON Aquitaine (toutes cultures) Le rédacteur du BSV Maraîchage - Pomme de terre est : FREDON Aquitaine Maraîchage Poivron Stade des cultures : nouaison à grossissement des premiers fruits.  Pyrale du maïs Bio-agresseur en progression depuis plus d’une trentaine d’années en parcelles de maïs, la pyrale",1,0,#pyrale #pyrale du maïs ,BSV_No12-Maraichage_cle85cdf8
347,"du maïs peut aussi occasionner des dégâts importants en maraîchage sur des cultures telles que le poivron, la fraise, le melon…. Situation sur le terrain Comme indiqué dans le dernier BSV, les premiers papillons de pyrale du maïs ont été piégés aux alentours du 15-19 mai. Depuis la fin de la semaine dernière, les effectifs piégés sont en baisse (voir graphique sur la page suivante) ; en effet, les conditions chaudes accompagnées d’une hygrométrie faible ne sont pas propices aux émergences. Néanmoins, les observations réalisées hier, mettent en évidence la présence de quelques papillons mâles et femelles en parcelles de poivrons (voir photo ci-contre) mais aussi en bordures (zones enherbées) confirmant ainsi le début de la période",1,0,#pyrale #pyrale du maïs ,BSV_No12-Maraichage_cle85cdf8
348,"d’accouplement. Les premières pontes ont été notées hier sur la moitié des parcelles de référence, elles sont blanches et donc récentes (1 jours), confirmant ainsi le début des dépôts de pontes. Aucune larve n’a été relevée au cours de la tournée du 24 mai. En général, elles sont observées environ 10 jours après le dépôt de pontes en fonction des conditions climatiques. A suivre dans les prochains BSV. Papillon de pyrale sur feuille de poivron (N. DASTE FREDON AQ) Bulletin de santé du végétal Aquitaine Maraîchage - Pomme de terre N°12 – 25 mai Ré se au de pié ge age - Poivron Pyrale du m aïs - Campagne 2011- Aq uitaine gggggggggg ggggg 5,00 4,00 3,00 2,00 1,00 0,00 25/04/2011 02/05/2011 09/05/2011 16/05/ /05/2011 C laira c Gonta ud Razim et Moyen ne 2 01 Sylves tre Mo ye nne 20 10 Gran ges Raisonnement et gestion du risque pyrale dans vos parcelles Pour gérer ce ravageur dans vos parcelles, il faut tenir compte de plusieurs facteurs : - La pression larvaire au cours de l’année précédente : tenez compte des populations de pyrales présentes sur votre exploitation et des dégâts observés au cours de l’année n-1. Par",1,0,#pyrale ,BSV_No12-Maraichage_cle85cdf8
349,"ailleurs, la pyrale supporte bien les températures froides ; en conséquence, celles enregistrées cet hiver ont eu peu d’incidence sur la survie des larves. - Le stade cible pris en compte dans la gestion du risque :  les pontes : l’observation des pontes est, d’une part, un indicateur renseignant sur l’état d’avancement du cycle de la pyrale et d’autre part, elle permet de connaître le moment opportun pour la mise en place des trichogrammes. Ces hyménoptères sont à installer au début du dépôt des pontes, ils parasiteront les œufs de pyrale. Confirmées par",1,0,#pyrale ,BSV_No12-Maraichage_cle85cdf8
350,"les observations d’hier, nous sommes actuellement dans la période favorable. Dans vos cultures, un comptage du nombre d’ooplaques présentes sur les 10 plantes successives et sur 10 placettes représentatives de la parcelle est nécessaire pour connaître votre situation. Les pontes sont sous forme d'ooplaques composées d’une trentaine d’œufs et elles sont déposées sous la feuille (voir photo ci-contre). Le retour d’un temps orageux, prévu par Météo-France à partir de jeudi, avec des températures plus douces associées à un taux hygrométrie",0,0,,BSV_No12-Maraichage_cle85cdf8
352,dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles et/ou en s'appuyant sur les préconisations issues de bulletins techniques (la traçabilité des observations est nécessaire). Bulletin de santé du végétal Aquitaine Maraîchage - Pomme de terre N°12 – 25 mai 2011 3,0,0,,BSV_No12-Maraichage_cle85cdf8
355,"mentionnent leur présence mais les infestations se situent largement sous le seuil de nuisibilité estival de 50 % de plantes touchées. Analyse de risque : Le risque est faible car ces dernières générations sont moins influentes. NOCTUELLES DEFOLIATRICES Elles sont en régression dans les relevés hebdomadaires. Moins de 20 % des sites déclarent des symptômes. Aucune parcelle n’a atteint le seuil de 50 % de plantes défoliées. Analyse de risque : Pour le moment, les",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_Betteraves_du_04_aout_2016_cle0c6916
356,"ondées régulières perturbent leur développement. TEIGNES 6 parcelles déclarent quelques dégâts de teignes principalement dans l’Aube. (cf graphique ci-après). Le seuil de nuisibilité de 10 % de plantes avec dégâts frais est uniquement atteint sur le site d’Ecury-sur-Coole, dans la Marne, pour la seconde fois cette année. Les morsures des chenilles, présentes au cœur des betteraves, peuvent ralentir la croissance en période de stress hydrique mais elles sont surtout des portes d’entrée potentielle pour le champignon rhizopus. évolution des teignes en % de plantes touchées par site 20 27-juil 03-août Analyse de risque : Maintenir la surveillance même si les températures actuelles ne sont pas favorables au développement du rhizopus, responsable de pourritures sur racines. MALADIES La parcelle d’Avon-la-Pèze dans l’Aube signale encore quelques traces de bactérioses. MALADIES CRYPTOGAMIQUES L’alternance de chaleur et d’humidité entraîne actuellement une progression significative de la cercosporiose.  83 % des sites ont maintenant atteint le seuil pour une première intervention.  Pour les situations les plus exposées (apparition précoce en parcelle à risque), la pression entraîne le dépassement du seuil de renouvellement. Elles représentent 14 % des cas. La parcelle de La Veuve, dans la Marne, reste l’unique situation sous les seuils d’interventions.  Le complexe maladies se diversifie mais la cercosporiose reste largement dominante.  Toutes les parcelles observées sont concernées par la cercosporiose.  Les sites combinant rouille et",0,0,,draaf.bourgogne-franche-comte.agriculture.gouv.fr_IMG_pdf_BSV_Betteraves_du_04_aout_2016_cle0c6916
